parameter,mean,std,q025,median,q975
lnV0,4.3325725,1.4740634,0.9175870552659035,4.601731,6.355739307403564
beta,20.736523,6.046387,8.389885973930358,21.55925,29.41398968696594
phi,12.387962,6.567264,1.7548817157745362,12.079409,24.019604206085205
rho,0.72832793,0.4058976,0.0702238803729415,0.73241,1.4117631614208221
delta,7.9287257,3.7541013,2.12664829492569,7.411687,14.375658321380612
pi,521.0563,137.56433,249.46117210388184,529.45776,731.8313522338867
