parameter,mean,std,q025,median,q975
lnV0,4.072884,1.5569073,0.7387826189398765,4.37129,6.305725848674774
beta,18.522831,6.560435,6.593925309181214,18.86708,29.185739278793335
phi,13.84189,6.15753,3.1019536912441255,14.029413,24.153316497802734
rho,0.67806053,0.40069595,0.04972449783235788,0.6529361,1.4103294938802717
delta,8.360447,3.6773906,2.2563483476638795,8.121775,14.408008337020874
pi,468.99075,150.89522,195.60013122558593,475.6515,722.6929824829101
