parameter,mean,std,q025,median,q975
lnV0,3.7349992,1.0070468,1.3063578575849535,3.9951816,4.967346596717834
beta,16.181162,2.8201063,9.547805023193359,16.484577,19.82224621772766
phi,9.516262,3.928803,1.349223953485489,10.336772,14.669039463996887
rho,0.04749706,0.07024339,0.0031180276768282057,0.03687489,0.13687719702720574
delta,5.5725884,2.591557,1.5930784404277802,5.331603,10.379276943206786
pi,404.85193,110.25083,211.54861907958986,409.45166,588.0233596801758
