parameter,mean,std,q025,median,q975
lnV0,3.4970546,1.1313704,0.7499509036540984,3.7118855,4.950937867164612
beta,11.535909,3.9835205,4.194737720489502,11.381925,19.129175853729244
phi,4.038071,3.7673986,0.17303817234933377,2.6482804,13.473779630660996
rho,0.033707052,0.06955325,0.002521668665576726,0.023182329,0.10698973070830091
delta,5.3037615,2.758104,1.4289807319641112,4.865967,10.598357129096984
pi,408.0825,106.23801,223.24842948913573,407.0135,589.1629974365234
