parameter,mean,std,q025,median,q975
lnV0,4.494896,1.3593756,1.356906744837761,4.7178926,6.350226664543151
beta,21.291162,6.1669545,8.461403226852417,22.077631,29.672130155563355
phi,13.509981,6.21717,1.4353062570095063,13.429803,23.620049142837523
rho,0.090442225,0.19823444,0.0044958853512071075,0.037863888,0.7975784182548513
delta,8.952846,3.549943,2.2420159459114073,9.01021,14.686615753173827
pi,418.4173,162.6568,169.8119831085205,389.58917,724.515217590332
