parameter,mean,std,q025,median,q975
lnV0,3.6460593,1.1479326,0.7568045139312745,3.9203556,4.937455928325653
beta,14.234274,3.528587,6.966699540615082,14.704294,19.57329487800598
phi,7.2909775,4.007019,0.5427023872733117,7.2133346,13.78662691116333
rho,0.025344135,0.05593233,0.0020943456329405308,0.019862484,0.04908570833504196
delta,5.294095,2.7514246,1.5281324207782745,4.916477,10.635847520828246
pi,422.9329,115.357635,217.4694938659668,429.54465,585.145655822754
