parameter,mean,std,q025,median,q975
lnV0,3.7119563,1.1208555,0.8813865840435028,3.9489765,4.956986844539642
beta,15.564139,3.0437384,8.529574012756347,16.001356,19.719458675384523
phi,7.277181,4.139287,0.5234405681490898,7.09564,14.158689665794373
rho,0.12200343,0.16851118,0.009476700564846398,0.06694208,0.7213188603520387
delta,4.674629,2.7047586,1.1916331112384797,4.1395564,10.356397533416748
pi,473.3087,95.66249,263.381876373291,483.51257,592.3765075683593
