parameter,mean,std,q025,median,q975
lnV0,3.522032,1.07436,0.7950802028179169,3.8033829,4.919424426555634
beta,14.944264,3.3674858,7.497582244873047,15.302769,19.812504482269286
phi,7.7051916,4.1926427,0.3611031696200371,7.657262,14.250280284881592
rho,0.042029954,0.079742864,0.0031927987700328246,0.027880974,0.23000582344830015
delta,5.5545545,2.6296656,1.3035554975271224,5.4706936,10.380394268035888
pi,432.334,114.67411,212.96647300720215,438.92114,584.42109375
