parameter,mean,std,q025,median,q975
lnV0,3.579331,1.105258,0.8274229913949968,3.9016266,4.955021262168884
beta,15.181044,3.0232134,8.412118887901306,15.33889,19.690385723114012
phi,8.618339,4.479806,0.7722707018256187,9.274698,14.713014483451843
rho,0.04691497,0.0755128,0.002642786677461118,0.03466521,0.16188000291585886
delta,6.081812,2.7827084,1.714070576429367,5.947513,10.61770236492157
pi,366.71436,108.84053,205.83426780700682,353.3589,577.2445724487304
