parameter,mean,std,q025,median,q975
lnV0,3.5023544,1.0884099,0.9055402249097825,3.6914885,4.915300583839416
beta,14.377905,3.5253372,6.633317756652832,14.875337,19.58452787399292
phi,9.354884,3.6676755,1.889731088280678,9.667559,14.778940343856812
rho,0.22308128,0.2500777,0.0035716175392735768,0.1250644,0.8872877821326253
delta,6.5081215,2.4852023,1.735356229543686,6.504817,10.7385849237442
pi,397.03708,113.02546,207.38153953552245,396.18533,584.6466522216797
