parameter,mean,std,q025,median,q975
lnV0,3.5110407,1.1535141,0.7597432464361192,3.822772,4.935013329982757
beta,14.4904375,3.1828625,7.618527615070343,14.633249,19.713082695007323
phi,8.097189,4.0898023,0.8911512017250062,8.179091,14.503723168373106
rho,0.040655512,0.06979451,0.002972674649208784,0.029441293,0.14183902516961033
delta,5.6075583,2.6664066,1.504402655363083,5.2592096,10.566575646400452
pi,391.28366,108.5126,210.52205238342285,384.8017,577.41376953125
