parameter,mean,std,q025,median,q975
lnV0,3.7779355,0.9917424,1.2286990463733676,4.0254526,4.922792112827301
beta,15.760511,3.205109,8.170093512535095,16.370178,19.835905361175534
phi,9.419791,3.865492,1.5541137009859085,10.2387295,14.553375267982483
rho,0.04610521,0.10909042,0.0034109667001757773,0.022847699,0.32081790268421123
delta,5.5681376,2.5566084,1.477100956439972,5.3603983,10.347988629341126
pi,391.2734,114.86315,209.89873733520508,382.61694,585.5637847900391
