parameter,mean,std,q025,median,q975
lnV0,4.0509877,1.4952152,0.896521757543087,4.2234855,6.296760785579681
beta,19.12935,6.3772745,7.2057719230651855,19.06461,29.15809335708618
phi,11.621838,6.7824464,1.281014770269394,10.743088,24.002820014953613
rho,0.7806295,0.40135378,0.10828189291059971,0.80732965,1.4231074810028075
delta,7.5200047,3.990926,1.6360310465097427,7.0071917,14.402809953689575
pi,484.27124,145.45164,214.19157829284669,488.26227,733.6038055419922
