parameter,mean,std,q025,median,q975
lnV0,3.5621133,1.0916421,1.0157211869955063,3.73804,4.936721587181092
beta,16.080381,2.8442147,9.429788422584535,16.525078,19.789566850662233
phi,6.3501625,4.0276475,0.48342361450195315,5.760439,13.910726237297057
rho,0.2539795,0.2420756,0.016492784162983297,0.16179782,0.8941779211163521
delta,4.1799736,2.5486827,1.1209530174732207,3.4976811,10.07230243682861
pi,495.8076,86.95361,285.81876983642576,515.079,595.9801559448242
