parameter,mean,std,q025,median,q975
lnV0,3.680927,1.0415977,1.0188998013734818,3.9269962,4.9468848466873165
beta,16.164145,2.8958724,9.022972583770752,16.641502,19.8054265499115
phi,7.189061,4.369617,0.31001216322183617,6.8766255,14.400828409194945
rho,0.16734323,0.19343507,0.01364198992960155,0.08569059,0.7551359489560124
delta,4.98869,2.7208605,1.1821708261966706,4.7077637,10.247685003280639
pi,470.45865,94.668045,263.707958984375,482.79608,591.3574935913086
