parameter,mean,std,q025,median,q975
lnV0,3.5167432,1.1123098,0.8142754212021828,3.736937,4.941874110698699
beta,14.655374,3.5657642,6.8951990604400635,15.116278,19.704066514968872
phi,8.377144,3.9603086,1.2394753277301789,8.504898,14.646855807304382
rho,0.48417678,0.266197,0.059555146377533674,0.46915796,0.963418261706829
delta,5.46678,2.6963072,1.2474317878484726,5.2201138,10.510544729232787
pi,442.70276,97.40516,246.3167865753174,452.2071,592.1536911010742
