parameter,mean,std,q025,median,q975
lnV0,3.8769097,1.555195,0.6837681591510774,4.106455,6.264065754413605
beta,17.711365,6.657563,5.915704870223999,17.980568,28.923285293579102
phi,12.898306,6.377003,1.887643623352051,12.947661,23.905201005935666
rho,0.70517117,0.3984795,0.06337448246777058,0.68506986,1.4172896295785902
delta,8.365269,3.6689308,2.187039428949356,8.108691,14.44390070438385
pi,450.23315,152.15353,186.59490242004395,451.66003,719.6411682128906
