parameter,mean,std,q025,median,q975
lnV0,3.8582058,0.960708,1.4158693462610246,4.099855,4.942855370044708
beta,15.513033,3.0734162,8.720437502861023,15.819195,19.790154695510864
phi,10.507632,3.3853621,2.945962828397751,11.620111,14.609281301498413
rho,0.06698647,0.094056875,0.00984206204302609,0.047092393,0.3239018917083723
delta,6.060124,2.567034,1.591839396953583,6.020236,10.547023558616639
pi,442.2562,104.58734,240.88003425598146,459.079,591.406901550293
