parameter,mean,std,q025,median,q975
lnV0,3.7172945,1.0302519,1.1655567198991776,3.951157,4.921551620960235
beta,16.12253,2.889338,9.322661876678467,16.573574,19.73044424057007
phi,9.670879,3.5811372,2.1339316129684454,10.401949,14.537317490577697
rho,0.06341975,0.11654587,0.010013511124998332,0.038747855,0.38565663620829566
delta,5.6450157,2.4805999,1.559189286828041,5.379467,10.297815823554993
pi,464.29376,102.559784,248.98171882629396,476.09262,593.1482330322266
