parameter,mean,std,q025,median,q975
lnV0,3.3592918,1.119888,0.6586589068174362,3.5851853,4.897586405277252
beta,14.661108,3.4435382,7.20819239616394,15.005375,19.69913148880005
phi,8.556453,4.027036,0.7129824414849283,8.974541,14.422462916374206
rho,0.07152306,0.12852845,0.004782254050951452,0.037348226,0.541976600885391
delta,6.104278,2.6052825,1.4555721938610078,6.1067915,10.506235647201537
pi,405.76138,110.83874,209.7244972229004,403.93353,585.2714401245117
