parameter,mean,std,q025,median,q975
lnV0,3.7272696,1.040373,1.1502489060163499,3.989565,4.933216905593872
beta,15.752663,3.3460183,8.018652701377869,16.423485,19.861083126068117
phi,9.604115,3.5488522,2.160201460123062,10.189098,14.538305640220642
rho,0.08307432,0.14655624,0.006006778264418244,0.038979895,0.6127941131591795
delta,5.769486,2.4531944,1.687544670701027,5.583633,10.400649428367613
pi,441.86826,108.44422,229.33371047973634,453.52332,591.4482666015625
