parameter,mean,std,q025,median,q975
lnV0,3.4964345,1.1747677,0.7566222235560418,3.8049054,4.919889211654663
beta,14.738386,3.6116574,6.780845272541046,15.337355,19.759347486495972
phi,6.773047,4.3199167,0.4734144672751427,6.2573547,14.210508036613463
rho,0.037450403,0.08033459,0.0038611273223068568,0.027277604,0.10295992195606216
delta,5.206678,2.7166717,1.309581023454666,4.829339,10.510902953147887
pi,434.721,112.2736,225.27163429260253,441.2234,587.7400299072266
