parameter,mean,std,q025,median,q975
lnV0,3.4611793,1.0653075,0.9297634825110436,3.656777,4.925191271305084
beta,15.092896,3.393024,7.635957205295563,15.577424,19.776186847686766
phi,8.450182,3.9003708,1.1548008263111118,8.663776,14.522356534004212
rho,0.44687945,0.25941983,0.0554705779068172,0.41137373,0.9557098224759102
delta,5.5330186,2.6574583,1.2982686042785645,5.386874,10.474520134925841
pi,434.77304,103.37025,225.61174392700195,447.1227,589.1271072387696
