parameter,mean,std,q025,median,q975
lnV0,3.472184,1.119028,0.7981812417507171,3.7213945,4.911783492565155
beta,14.3869295,3.7219198,6.776919984817505,14.749583,19.736392545700074
phi,8.831577,3.8581796,1.3941025376319884,9.241245,14.445338439941406
rho,0.0754153,0.13081408,0.004943204391747713,0.03783676,0.526627659797668
delta,5.905699,2.5130532,1.7137208461761475,5.693962,10.571397256851196
pi,409.5241,114.50379,216.13742141723634,409.55606,586.3924682617187
