parameter,mean,std,q025,median,q975
lnV0,3.6054597,1.0428194,0.8786435127258301,3.8193436,4.9385760664939875
beta,14.734614,3.3712745,7.231727302074432,15.173769,19.555254316329954
phi,9.513393,3.7379436,1.7127577662467957,10.199429,14.410922050476074
rho,0.044282306,0.056870762,0.0060991072678007185,0.038170807,0.11854212433099731
delta,6.484165,2.5981934,1.7922913491725923,6.598011,10.657941699028015
pi,408.41553,110.3802,213.4379981994629,418.42538,587.3377288818359
