parameter,mean,std,q025,median,q975
lnV0,3.8909605,0.9846233,1.1591353535652162,4.1251364,4.962177431583404
beta,15.515731,3.1263723,8.075771856307984,16.069218,19.59432291984558
phi,10.422965,3.4126873,2.475595510005951,11.283068,14.565804839134216
rho,0.061280485,0.08464398,0.00856100597884506,0.046473872,0.2421169269829985
delta,6.282301,2.6022904,1.6702798783779145,6.3491936,10.589629530906677
pi,432.33765,106.93377,217.23104858398438,441.91663,591.2313949584961
