parameter,mean,std,q025,median,q975
lnV0,3.631334,1.0693058,0.9045854970812799,3.912524,4.925508606433868
beta,14.623972,3.6775103,7.2251029968261715,14.921635,19.80258321762085
phi,7.583189,3.930004,0.9360322192311287,7.4770823,13.853124141693115
rho,0.04627648,0.09864094,0.0022750362229999157,0.025880583,0.28306735455989834
delta,5.249155,2.5266018,1.4815096527338028,4.914261,10.427378463745118
pi,423.37915,111.323524,220.68577766418457,428.66534,586.1570343017578
