parameter,mean,std,q025,median,q975
lnV0,3.5546253,1.0585583,1.0032232135534287,3.8141415,4.9426386713981625
beta,15.595233,3.0043886,8.859087562561035,15.9295845,19.73247308731079
phi,7.762528,4.372347,0.5844075053930283,7.4843626,14.516345906257628
rho,0.32344818,0.2660963,0.02553616627119482,0.24365547,0.9294297471642493
delta,4.51533,2.6744704,1.139195555448532,3.888175,10.202915692329405
pi,463.8902,97.08637,251.50533218383788,482.93427,595.0035675048828
