parameter,mean,std,q025,median,q975
lnV0,3.7052011,1.0032597,1.1674049526453019,3.8698363,4.931671059131622
beta,15.583783,3.094633,8.204980707168579,16.019667,19.75164909362793
phi,9.564594,3.5678258,1.92402837574482,10.230643,14.515297079086304
rho,0.09091303,0.13971043,0.007860124204307794,0.04872846,0.5901860818266867
delta,5.8853645,2.5596304,1.4234994530677796,5.76491,10.352225065231323
pi,445.31195,104.98582,234.28312225341796,450.30377,592.3463653564453
