parameter,mean,std,q025,median,q975
lnV0,3.428745,1.0785204,0.9242995098233223,3.63764,4.923738586902618
beta,15.113359,3.4856584,7.336761820316315,15.783176,19.683541440963744
phi,8.402336,3.7286901,1.548150646686554,8.64857,14.46335563659668
rho,0.43579268,0.26211864,0.058160833176225425,0.39047587,0.9530924305319786
delta,5.3611555,2.639944,1.2675535619258882,5.1588955,10.350559759140014
pi,438.56635,104.77718,226.6242404937744,448.7129,590.8483642578125
