parameter,mean,std,q025,median,q975
lnV0,3.6774902,1.0323751,1.034145337343216,3.9326744,4.931256830692291
beta,15.235231,3.281958,8.3862895488739,15.548158,19.840437793731688
phi,10.085644,3.6152723,2.1830856025218965,10.984127,14.604508423805237
rho,0.029077655,0.04804067,0.004108216776512564,0.024642581,0.05552370240911839
delta,5.9860644,2.529249,1.6399848371744157,5.8884125,10.505651736259457
pi,435.11594,111.25293,236.2639617919922,449.01086,589.4247497558594
