parameter,mean,std,q025,median,q975
lnV0,3.7798872,0.9855702,1.3202627748250961,4.012906,4.956294202804566
beta,17.006107,2.6193542,10.369365453720093,17.650892,19.916075229644775
phi,8.1518135,4.0124993,0.8403172716498375,8.158026,14.41016137599945
rho,0.30583352,0.25350294,0.021586665976792575,0.22356805,0.9152018636465072
delta,4.4613557,2.5352354,1.1288856238126754,4.040775,9.903956961631774
pi,473.4812,95.20808,252.74951515197753,490.8855,594.4569152832031
