parameter,mean,std,q025,median,q975
lnV0,3.6943297,1.0594504,1.087791445851326,4.0108595,4.958253920078278
beta,15.645242,2.9624817,8.90430190563202,15.945581,19.72784295082092
phi,8.184931,4.505379,0.5463870361447335,8.258894,14.693949484825135
rho,0.1610784,0.20010509,0.009281015861779452,0.078067884,0.7829686731100081
delta,4.9458904,2.8146248,1.1899034261703492,4.4312987,10.415351748466492
pi,434.352,102.88439,226.29341888427734,443.53265,592.1394256591797
