parameter,mean,std,q025,median,q975
lnV0,3.527943,1.1528234,0.7015781313180924,3.732853,4.939548242092132
beta,14.326409,3.4206924,7.238588225841522,14.726017,19.550123596191405
phi,8.300296,3.9612048,1.004151499271393,8.669268,14.148283338546753
rho,0.04316946,0.08513864,0.00398192151915282,0.02957746,0.18888792656362005
delta,5.802459,2.7824132,1.6056581825017928,5.6283793,10.662682104110717
pi,399.192,114.13543,210.18440895080568,402.08282,583.0347030639648
