parameter,mean,std,q025,median,q975
lnV0,4.514601,1.4249206,1.2400755375623704,4.822089,6.357794737815857
beta,22.07096,5.5634556,10.080889105796814,22.836113,29.6772421836853
phi,13.108944,6.567995,1.0246394217014314,13.234091,23.974102640151976
rho,0.37061995,0.35484493,0.028654309408739212,0.23700961,1.3256178140640253
delta,7.7190876,3.7289524,1.495831769704819,7.64281,14.36655945777893
pi,519.7247,145.4452,235.10806617736816,527.7313,738.77734375
