parameter,mean,std,q025,median,q975
lnV0,3.7026477,1.0486515,1.0394073873758316,3.9287007,4.943450248241424
beta,16.47108,2.837273,9.214707803726196,17.149649,19.880275630950926
phi,8.040954,4.0660877,0.9318827435374261,8.020601,14.548222661018372
rho,0.35756576,0.28277323,0.021219921670854094,0.28706142,0.956823606789112
delta,5.0150623,2.5993257,1.2359613209962845,4.6842403,10.275495386123657
pi,475.5624,98.55153,260.06549377441405,494.91077,594.5540145874023
