parameter,mean,std,q025,median,q975
lnV0,3.6052403,1.0192814,1.0913040757179262,3.8043344,4.933711302280426
beta,16.677704,2.6900103,9.9468759059906,17.23156,19.841735363006592
phi,6.7821045,4.1737237,0.40645095929503444,6.3056083,14.373657941818236
rho,0.3071478,0.24829446,0.027351851481944325,0.23012841,0.8911642491817473
delta,4.4870515,2.6715174,1.1453293681144714,3.9460063,10.131049275398254
pi,485.90964,89.31759,284.056356048584,504.5755,595.2438919067383
