parameter,mean,std,q025,median,q975
lnV0,3.766101,1.0097514,1.198184272646904,4.001917,4.957097375392914
beta,16.459007,2.7995722,9.598807573318481,16.986778,19.88078317642212
phi,8.001235,3.9675388,1.1269380867481231,7.8599253,14.48850302696228
rho,0.23970991,0.21112011,0.025446472456678748,0.16877238,0.8405481949448584
delta,4.533523,2.5553725,1.1283105164766312,3.9811723,10.333252263069152
pi,496.63284,88.53807,291.07584075927736,522.52155,596.7531555175781
