parameter,mean,std,q025,median,q975
lnV0,3.6438544,1.1133313,1.0538655012845992,3.9999924,4.95491087436676
beta,15.2386465,3.0690558,8.041773056983947,15.56971,19.73698048591614
phi,6.8634233,4.344115,0.4113779202103615,6.7356777,14.487030696868894
rho,0.028936027,0.040607166,0.003136520873522386,0.025360525,0.06233078641816972
delta,5.170259,2.6720505,1.3931444466114045,4.8676977,10.554530572891235
pi,406.29736,106.62523,226.8607276916504,404.39667,583.9451370239258
