parameter,mean,std,q025,median,q975
lnV0,3.4881222,1.05065,1.0151128590106964,3.6682305,4.937650740146637
beta,14.601347,3.5862641,7.082109832763672,15.038831,19.744892883300782
phi,8.108344,3.904615,1.1821908712387086,8.196302,14.547974252700804
rho,0.39846164,0.25228158,0.05247189207002521,0.33591655,0.9347458183765411
delta,5.3363714,2.689442,1.236254334449768,5.0000534,10.521454215049744
pi,450.2133,98.79901,246.38790054321288,462.37103,590.7206359863281
