parameter,mean,std,q025,median,q975
lnV0,3.6798825,1.0679528,0.9830201208591461,3.9183588,4.942925214767456
beta,14.995629,3.3299406,7.355717694759369,15.675935,19.623261785507204
phi,9.74291,3.503168,2.6772740960121157,9.96461,14.78525755405426
rho,0.22726338,0.25093457,0.007894614385440946,0.118595414,0.9040282800793646
delta,6.229628,2.41643,1.726348015666008,6.0923386,10.63377890586853
pi,424.7001,112.02359,211.89845962524413,430.59155,589.6138229370117
