parameter,mean,std,q025,median,q975
lnV0,3.738176,1.0752529,0.9269406139850617,4.10891,4.963120567798614
beta,16.196657,2.7435427,9.677563357353211,16.554295,19.81460566520691
phi,8.135953,4.5976844,0.6220835983753205,8.311939,14.73433177471161
rho,0.033844355,0.053514756,0.001680929542635568,0.026780982,0.08162225987762212
delta,5.854504,2.846227,1.5745656758546829,5.488351,10.693772792816162
pi,375.2615,103.79228,207.76887855529785,364.5195,573.2332901000976
