parameter,mean,std,q025,median,q975
lnV0,2.2817655,1.2052842,0.12039580754935743,2.3456206,4.47723240852356
beta,10.2420435,5.169267,0.9851821079850198,10.459343,18.63428606986999
phi,6.034332,3.1718173,0.8550854206085207,6.0151143,12.630658030509947
rho,0.4394793,0.2257919,0.04136047875508666,0.43088514,0.8960843250155449
delta,4.690014,2.3610368,1.2435712069272995,4.348264,9.375588154792785
pi,394.23898,92.95906,218.47819786071778,387.4364,568.1039505004883
