parameter,mean,std,q025,median,q975
lnV0,3.8227613,1.4501404,0.9863798752427102,3.8328547,6.303270637989044
beta,19.461166,6.418098,7.132431554794311,19.952328,29.509567165374754
phi,13.118611,6.5759864,1.7444855242967607,13.315706,24.09054522514343
rho,0.74531287,0.38372052,0.10716423690319062,0.7144564,1.4449220716953277
delta,7.399262,3.8319476,1.401892179250717,7.0875287,14.35531177520752
pi,477.8706,154.74603,193.85040626525878,485.8364,735.1682998657226
