parameter,mean,std,q025,median,q975
lnV0,3.378152,1.0517659,0.9395939946174622,3.5548286,4.9034055352211
beta,14.870737,3.6046157,6.9070710897445675,15.544516,19.705682229995727
phi,8.064611,3.7829516,1.0671689122915269,8.131242,14.528948855400085
rho,0.44973695,0.2631964,0.05138808554038406,0.41952658,0.9572229042649268
delta,5.2684155,2.7381275,1.2241693407297134,4.9286375,10.429367971420287
pi,434.12634,103.56101,228.42144660949708,444.62213,589.3995498657226
