parameter,mean,std,q025,median,q975
lnV0,3.7003515,1.0965981,0.958794602751732,3.9987454,4.935120797157287
beta,16.08927,3.071495,9.043344521522522,16.783321,19.8582670211792
phi,7.3219047,4.085346,0.7484484046697617,7.0003376,14.199281334877014
rho,0.16551259,0.20331615,0.011510601988993585,0.08686787,0.8328912213444709
delta,4.6804857,2.4872742,1.284294518828392,4.443191,9.960449719429015
pi,469.82355,99.40191,249.45200805664064,487.94223,594.4488067626953
