parameter,mean,std,q025,median,q975
lnV0,3.7299442,1.0220186,0.9276607602834702,3.9776688,4.95528234243393
beta,15.406541,3.2681317,7.708980524539948,15.945166,19.742429113388063
phi,9.740425,3.6267915,1.8051687955856324,10.729255,14.363302826881409
rho,0.032794777,0.02912355,0.0039626064244657755,0.03267316,0.058580114692449566
delta,6.4478865,2.540702,1.8626183241605758,6.424507,10.561234593391418
pi,428.76324,114.62494,216.34913024902343,441.52325,591.247297668457
