parameter,mean,std,q025,median,q975
lnV0,3.3401558,1.0720961,0.9096967726945877,3.5212743,4.880018103122711
beta,15.010713,3.4393702,7.358462929725647,15.557304,19.696594381332396
phi,7.65397,3.8439066,1.0772603660821916,7.59654,14.220217156410216
rho,0.4229234,0.2614693,0.04858062360435724,0.38196325,0.9490367919206619
delta,5.3309436,2.7085702,1.2546553283929824,5.012449,10.510249161720276
pi,448.3188,101.87778,237.86835746765138,461.87457,590.4959289550782
