parameter,mean,std,q025,median,q975
lnV0,3.5809398,1.0987566,0.9678862720727921,3.7931473,4.939873290061951
beta,16.524649,2.6158311,10.383903431892396,16.995266,19.729494428634645
phi,7.403527,4.13627,0.6493242666125297,7.3367085,14.388602209091186
rho,0.28776613,0.2543476,0.02496096598915756,0.19841513,0.911783619225025
delta,4.288063,2.4793026,1.1203422158956529,3.867228,9.97348937988281
pi,504.1027,85.79914,301.46653442382814,528.9338,596.9139083862304
