parameter,mean,std,q025,median,q975
lnV0,4.1731167,1.4850863,0.8399329170584678,4.443823,6.339227068424225
beta,19.809391,6.4043164,7.320268678665161,20.344795,29.45923867225647
phi,13.126246,6.4287205,1.7282839059829713,13.361605,24.036486911773682
rho,0.7088338,0.39672235,0.05353187378495932,0.7174899,1.4069693595170971
delta,8.271274,3.6352024,2.287786912918091,8.007667,14.463803315162657
pi,503.1674,141.75189,237.1456813812256,512.44714,728.8272003173828
