parameter,mean,std,q025,median,q975
lnV0,2.3143814,1.2188035,0.12856222838163378,2.374082,4.5336480021476735
beta,10.290068,5.2055154,1.0621453732252122,10.469231,18.76558566093445
phi,6.0880184,3.1667097,1.0546502470970154,6.0613165,12.703387761116025
rho,0.44021416,0.22903126,0.03848441718146205,0.43617985,0.8932468548417091
delta,4.644818,2.3610125,1.2548302561044693,4.304878,9.461749410629272
pi,395.00656,92.06017,220.91499633789064,386.75763,570.6143737792969
