parameter,mean,std,q025,median,q975
lnV0,3.3793352,1.0813003,0.9384593188762665,3.5504475,4.906385231018066
beta,15.13455,3.5960658,7.324662506580353,15.825704,19.793163347244263
phi,7.6730385,3.9136796,0.9613715246319772,7.5646544,14.279026699066161
rho,0.39778832,0.2610433,0.04289578143507242,0.33598006,0.9509235695004463
delta,5.169235,2.5730426,1.2937674134969712,4.8934608,10.295768427848815
pi,443.1668,99.693794,241.45629806518556,452.54614,588.5264328002929
