parameter,mean,std,q025,median,q975
lnV0,3.474938,1.0770898,0.9875771284103394,3.6710243,4.9245032787323
beta,14.543644,3.621213,6.934574258327484,15.049467,19.724711751937868
phi,7.45646,4.044808,0.7806263908743859,7.1955156,14.495769214630126
rho,0.44210702,0.2692737,0.058976922370493415,0.40859336,0.9634867399930952
delta,5.3340006,2.643752,1.31572205722332,5.1235723,10.436187696456908
pi,439.5396,105.60071,226.84798889160157,450.24237,592.548796081543
