parameter,mean,std,q025,median,q975
lnV0,3.882134,0.96755755,1.4265797764062882,4.1097727,4.963746833801269
beta,16.141733,2.978862,8.925479078292847,16.726105,19.854427766799926
phi,10.5149355,3.3690434,2.811686557531357,11.430667,14.616677570343018
rho,0.09738188,0.15810113,0.008607078599743545,0.04315789,0.6818764254450791
delta,5.675134,2.5892484,1.4121110916137696,5.5198936,10.418273782730102
pi,417.68213,109.77764,215.63392219543456,422.80075,589.214712524414
