parameter,mean,std,q025,median,q975
lnV0,4.2523646,1.4553378,0.9900532722473144,4.472294,6.337323701381683
beta,20.20273,6.328379,7.9299743413925174,20.79342,29.523357725143434
phi,14.309942,6.3927383,1.770031413435936,14.964779,24.080922842025753
rho,0.14793143,0.24192114,0.012608248624019327,0.06145942,0.9837060838937756
delta,8.808814,3.5765338,2.044140875339508,9.0735855,14.557874631881713
pi,392.07736,160.45297,165.14705543518068,358.5149,714.3507385253905
