parameter,mean,std,q025,median,q975
lnV0,3.3476012,1.0979552,0.8255565091967583,3.5214903,4.91359840631485
beta,14.913909,3.4223154,7.366945242881775,15.340426,19.68346996307373
phi,7.7611623,3.9049377,0.9921331375837327,7.725913,14.545953416824341
rho,0.42473036,0.2601644,0.047550898510962725,0.3829375,0.9487108632922172
delta,5.2803106,2.6702414,1.2370259284973144,4.948116,10.471441102027892
pi,446.05444,103.035995,232.13057022094728,456.39047,590.6272521972656
