parameter,mean,std,q025,median,q975
lnV0,3.6438198,1.0803182,1.0480878740549089,3.8631167,4.936980521678924
beta,16.354498,2.7744064,9.697784161567688,16.921867,19.853199911117553
phi,7.6987095,3.9919114,0.728132176399231,7.755224,14.403830885887146
rho,0.2970494,0.25433567,0.024237874429672956,0.20968716,0.9079740315675735
delta,4.065186,2.3676622,1.1290519297122956,3.610704,9.879579949378966
pi,467.98325,90.43681,271.3890693664551,483.4895,593.0797760009766
