parameter,mean,std,q025,median,q975
lnV0,2.2863388,1.1891996,0.11132346354424955,2.3399158,4.478781998157501
beta,10.336852,5.149136,1.000914850831032,10.451245,18.857409715652462
phi,5.961174,3.1718786,0.9077810719609262,5.989305,12.66358504295349
rho,0.45378053,0.2282667,0.04593491591513157,0.44818118,0.9038395896553992
delta,4.6734304,2.3637571,1.2229859322309493,4.381435,9.519419384002685
pi,400.2374,92.119934,224.4648708343506,392.80566,572.2580444335938
