parameter,mean,std,q025,median,q975
lnV0,3.7910843,1.0183042,1.2557858258485795,4.0806785,4.946605610847473
beta,15.581295,2.9629223,8.600389695167541,15.890358,19.739969635009764
phi,9.006282,3.6086607,1.7158544033765795,9.250032,14.418961548805237
rho,0.060818046,0.10067926,0.006449429038912059,0.03946097,0.3174559414386749
delta,5.4078436,2.6274078,1.4137822598218919,5.0639324,10.416273951530457
pi,417.29367,101.43928,233.15593566894532,420.91876,582.001872253418
